state_name,year,secondary_teachers,total_rd_expenditures,pupil_teacher_ratio,full_time_equivalent,grade_9_students_enrollment,grade_10_students_enrollment,grade_11_students_enrollment,grade_12_students_enrollment,grade_9_dropouts,grade_10_dropouts,grade_11_dropouts,grade_12_dropouts,grades_9_12_dropouts,no_of_sat_test_takers,critical_reading_mean,critical_reading_sd,mathematics_mean,mathematics_sd,writing_mean,writing_sd,no_high_school_diploma,high_school_or_equivalent,some_college_less_than_4_yr_degree,bachelors_degree_or_higher,american_indian_alaska_native_male_grade_9,american_indian_alaska_native_female_grade_9,asian_or_asian_pacific_islander_male_grade_9,asian_or_asian_pacific_islander_female_grade_9,hispanic_male_grade_9,hispanic_female_grade_9,black_male_grade_9,black_female_grade_9,white_male_grade_9,white_female_grade_9,american_indian_alaska_native_male_grade_10,american_indian_alaska_native_female_grade_10,asian_or_asian_pacific_islander_male_grade_10,asian_or_asian_pacific_islander_female_grade_10,hispanic_male_grade_10,hispanic_female_grade_10,black_male_grade_10,black_female_grade_10,white_male_grade_10,white_female_grade_10,american_indian_alaska_native_male_grade_11,american_indian_alaska_native_female_grade_11,asian_or_asian_pacific_islander_male_grade_11,asian_or_asian_pacific_islander_female_grade_11,hispanic_male_grade_11,hispanic_female_grade_11,black_male_grade_11,black_female_grade_11,white_male_grade_11,white_female_grade_11,american_indian_alaska_native_male_grade_12,american_indian_alaska_native_female_grade_12,asian_or_asian_pacific_islander_male_grade_12,asian_or_asian_pacific_islander_female_grade_12,hispanic_male_grade_12,hispanic_female_grade_12,black_male_grade_12,black_female_grade_12,white_male_grade_12,white_female_grade_12
ARIZONA,2000-01,12522,465777,19.8,44438,70727,63765,52940,49501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2801,2689,681,661,11745,11072,1618,1479,19676,18305,2330,2292,741,709,9913,9224,1454,1387,18347,17368,1685,1683,625,627,7423,7218,1140,1147,15937,15455,1485,1553,650,631,6833,6373,1149,1010,15189,14628
ARIZONA,1999-00,12403,439286,19.4,43892,68646,60489,51771,47907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2848,2739,660,618,10968,10234,1561,1434,19246,17984,2052,1954,632,608,9075,8549,1283,1283,17888,16942,1589,1627,586,596,7219,6740,1112,1058,15839,15243,1275,1442,572,567,6389,6269,1021,1016,14913,14288
ARIZONA,1998-99,11623,405999,20,42352,67476,60333,51245,45813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARIZONA,1997-98,11403,376818,19.8,41129,66357,58472,48676,44259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARIZONA,1996-97,10940,375881,NA,40521,64566,56109,47573,42041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARIZONA,1995-96,10499,380216,NA,38017,59346,52654,43547,39197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARIZONA,1994-95,10537,NA,NA,38132,59150,51564,43363,40119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARIZONA,1993-94,10305,NA,NA,37493,54878,48281,41964,37614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARIZONA,1992-93,9825,NA,NA,36076,51426,46790,39584,37410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARIZONA,1991-92,8696,NA,NA,33978,49038,43323,37828,36122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARIZONA,1990-91,8517,261384,NA,32987,46369,42359,37043,34645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARIZONA,1989-90,8676,NA,NA,32134,44106,40525,35670,35618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARIZONA,1988-89,8744,NA,NA,31617,43002,39886,37050,36962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARIZONA,1987-88,8385,NA,NA,30707,43183,40840,38951,36513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARIZONA,1986-87,8021,NA,NA,29104,44263,43003,39685,35777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARKANSAS,2013-14,14216.47,NA,14.03,34933.04,37934,36447,34158,31646,720,1130,1427,1613,4892,1222,573,105,571,101,554,103,NA,NA,NA,NA,142,133,269,256,1967,1804,4128,4016,12624,11804,126,116,298,268,1874,1742,3932,3967,11937,11360,116,129,273,306,1674,1608,3567,3560,11368,10898,100,99,261,247,1416,1389,3123,3445,10599,10409
ARKANSAS,2012-13,13928.81,NA,14.24,34131.42,37978,36343,33373,30734,872,1330,1739,1699,5641,1172,572,109,570,104,555,106,169,417,343,317,139,130,287,257,1823,1733,4363,4222,12443,11784,132,126,258,291,1702,1644,3996,3844,12140,11473,103,112,287,272,1516,1445,3363,3531,11173,10961,94,97,240,223,1331,1283,3052,3363,10398,10144
ARKANSAS,2011-12,13974.33,NA,14.22,33982.96,38078,35729,32711,30441,1076,1561,1922,1933,6492,1320,565,113,566,103,549,111,179,391,355,257,142,149,258,251,1794,1665,4450,4125,12696,11895,115,121,276,250,1630,1512,3813,3823,11951,11604,121,116,252,220,1464,1346,3314,3563,11103,10685,99,89,237,220,1248,1180,3159,3372,10388,10057
ARKANSAS,2010-11,14076.52,NA,14.07,34272.8,37807,35280,32739,30330,1111,1486,1889,1970,6456,1345,568,112,570,101,554,107,188,345,368,267,134,133,255,218,1733,1539,4445,4139,12607,12017,131,134,245,232,1575,1409,3871,3869,12000,11288,105,100,259,243,1389,1271,3449,3551,11189,10756,112,124,262,239,1144,1134,3098,3439,10305,10108
ARKANSAS,2009-10,14577,239593,12.9,37240,37556,35523,32567,30567,691,1115,1334,1146,4285,1340,566,112,566,104,552,105,151,429,334,245,147,131,233,226,1690,1472,4420,4170,12799,11746,107,112,256,260,1490,1305,4098,3901,12039,11470,105,125,259,245,1246,1233,3483,3688,11020,10739,99,98,251,251,1013,1037,3053,3453,10478,10458
ARKANSAS,2008-09,14525,NA,12.9,37162,37627,35853,33460,30256,925,1427,1691,1802,5845,1460,572,105,572,99,556,99,189,431,326,217,142,121,276,254,1555,1319,4487,4270,13045,12158,139,141,292,298,1355,1271,4304,4228,12168,11657,135,119,282,280,1146,1119,3593,3864,11539,11383,116,112,240,234,885,844,3091,3417,10965,10352
ARKANSAS,2007-08,13520,240406,14.1,33882,37819,36781,33613,30708,1058,1508,1898,1772,6236,1467,575,109,567,102,559,102,176,458,287,233,141,155,276,248,1442,1321,4612,4382,13050,12192,137,128,289,287,1280,1187,4301,4236,12680,12256,135,121,256,257,1072,945,3634,3848,12129,11216,86,104,272,291,793,803,3114,3537,10838,10870
ARKANSAS,2006-07,15983,237233,13.6,35089,38937,37233,33902,29617,912,1450,1942,1787,6091,1389,578,109,566,102,565,102,220,422,286,225,136,133,269,272,1293,1205,4770,4491,13539,12829,139,127,282,246,1228,1030,4289,4148,13476,12268,101,104,303,306,973,911,3643,3863,11950,11748,106,94,252,267,673,686,2998,3349,10681,10511
ARKANSAS,2005-06,16778,209518,14.4,32997,38952,37331,32603,29351,1296,1605,2137,1888,6926,1489,574,104,568,103,567,102,216,394,293,213,147,133,251,214,1176,985,4754,4398,14174,12720,119,116,302,284,1093,943,4344,4286,13246,12598,117,108,262,270,801,779,3441,3641,11750,11434,87,92,236,245,618,642,3105,3246,10588,10492
ARKANSAS,2004-05,15387,182958,14.8,31234,38279,35794,31928,28640,1226,1707,2135,1919,6987,NA,NA,NA,NA,NA,NA,NA,197,402,300,205,107,110,255,216,943,864,4592,4397,13826,12969,118,108,265,244,920,809,4130,3998,12951,12251,86,86,244,227,730,678,3441,3456,11582,11398,76,71,173,236,542,531,2947,3194,10647,10223
ARKANSAS,2003-04,15499,183183,14.7,30876,37301,35343,31228,28840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,410,268,194,110,105,218,198,842,756,4453,4228,13693,12698,93,89,240,226,820,726,4052,3883,12963,12251,71,80,178,234,635,597,3342,3368,11628,11095,86,78,158,201,455,401,2953,3238,10835,10435
ARKANSAS,2002-03,15182,140283,14.9,30330,36395,34386,31658,29277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,414,280,205,94,89,195,171,747,675,4312,4048,13461,12603,79,76,194,220,735,648,3940,3750,12774,11970,88,80,158,183,569,491,3371,3465,11945,11308,70,64,163,182,421,410,3004,3337,10886,10740
ARKANSAS,2001-02,15678,140741,13.6,33079,35894,34418,32257,28849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,398,312,180,77,101,165,183,645,594,4275,3938,13546,12370,96,96,154,177,609,521,3914,3828,12913,12110,78,77,167,183,532,462,3516,3603,12029,11610,67,52,171,166,369,311,3016,3325,10851,10521
ARKANSAS,2000-01,13665,130894,14.1,31947,36078,34958,31557,28918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,100,149,166,532,488,4224,3926,13730,12672,94,103,185,162,571,444,4010,3937,13043,12409,75,63,179,173,403,352,3429,3572,11948,11363,64,63,139,181,306,280,3044,3303,10765,10773
ARKANSAS,1999-00,13054,111999,14.4,31362,36657,35081,31839,29316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,88,150,145,493,398,4346,4087,13973,12899,89,62,184,165,473,361,4190,4063,13195,12281,76,69,148,171,354,300,3503,3618,11946,11653,79,56,150,175,269,284,2956,3423,10978,10946
ARKANSAS,1998-99,12668,116778,16.2,27953,36378,35264,31742,29123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,68,173,146,422,325,4289,4129,13896,12844,77,57,137,162,392,301,4241,4026,13272,12599,72,66,163,159,272,276,3328,3642,12094,11670,48,50,123,185,240,201,3073,3319,11197,10687
ARKANSAS,1997-98,12706,107624,17,26931,37038,35333,31874,29204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARKANSAS,1996-97,12399,97967,NA,26681,37160,35335,31889,27613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARKANSAS,1995-96,12370,94077,NA,26449,37005,35209,30566,27083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARKANSAS,1994-95,12160,NA,NA,26181,36689,34158,29429,27161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARKANSAS,1993-94,12208,NA,NA,26014,36045,32711,29876,27169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARKANSAS,1992-93,12251,NA,NA,26017,33518,32700,29244,27651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARKANSAS,1991-92,12207,NA,NA,25785,33693,31583,29389,27544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARKANSAS,1990-91,12446,51016,NA,25984,32696,31649,29424,27734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARKANSAS,1989-90,12242,NA,NA,25585,32731,31965,29597,28505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARKANSAS,1988-89,12821,NA,NA,27730,33009,32169,30746,30074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARKANSAS,1987-88,12106,NA,NA,25572,33489,33337,32346,29499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARKANSAS,1986-87,12204,NA,NA,24944,34501,35025,31354,28729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALIFORNIA,2013-14,80911.37,NA,24.33,259505.79,491493,484993,477425,498403,13849,15518,20625,42587,92874,236923,498,113,510,120,496,112,NA,NA,NA,NA,1709,1560,27807,25934,132571,125272,16529,15561,64171,60117,1772,1616,28252,26052,127639,122285,16262,15450,64182,60952,1661,1676,29468,27204,122892,118343,15927,15138,64997,61352,1898,1698,30395,28339,126641,122269,17484,16373,69012,64238
CALIFORNIA,2012-13,87674.54,NA,23.66,266254.85,497945,487566,482903,496754,13479,15275,20057,52377,101188,234767,498,113,512,119,495,112,1806,2787,3989,4800,1858,1694,27967,25674,134413,126919,17099,16216,65073,61732,1804,1749,29306,27081,127031,121975,16428,15840,66011,62403,1860,1730,29682,27842,122164,118212,16338,15756,67993,64282,1993,1884,30875,28252,123901,119606,18122,16908,71488,66590
CALIFORNIA,2011-12,85726.94,NA,23.4,268688.93,501073,494739,487113,494144,13316,15150,19468,50129,98230,231964,495,113,512,119,496,113,1857,2782,4110,4778,1903,1828,29124,26708,133456,126224,17176,16573,66879,62669,1966,1823,29497,27632,126333,121536,17058,16395,69053,65235,1955,1858,30018,27781,120627,117479,17084,16485,70380,66689,1908,1955,30579,28067,121357,116785,18770,17503,72613,67991
CALIFORNIA,2010-11,84198.5,NA,24.12,260806.3,510011,502452,488530,492545,17369,18207,22044,51103,108723,222658,499,113,515,119,499,113,2008,2854,3916,4556,2080,1891,28231,26396,132668,125342,17655,16957,69299,65096,2049,1954,29419,27040,125014,119617,17644,16898,71421,67481,1889,1898,29434,27177,117611,113926,17506,16632,71637,67865,1822,1777,30071,28002,115658,111683,18354,17497,73994,69190
CALIFORNIA,2009-10,93616.08,7406053,19.8,316298.58,524681,506192,487688,478503,12697,11823,13704,34054,72277,210926,501,113,516,119,500,113,1990,2848,3867,4519,2152,2055,29182,26802,135168,127079,19632,18829,73066,68666,2047,1998,29580,27174,125424,119843,19265,18499,73188,69134,1872,1785,29721,27688,116098,112489,18111,17635,73344,69238,1912,1978,29516,27953,109301,105729,18132,17506,75409,70562
CALIFORNIA,2008-09,88190,NA,20.8,303647,539167,509157,489207,476156,11809,11050,12530,25135,60524,207301,500,112,513,121,498,112,1849,2646,3817,4502,2132,2127,30089,27698,138183,127833,22388,20935,76984,72094,1941,1888,30032,27887,122848,116516,20449,19777,77167,72127,1942,2008,29901,28202,111927,108295,18930,18442,78514,73553,1944,1870,29771,28233,103360,102210,18591,18108,79536,75312
CALIFORNIA,2007-08,86030,6732672,20.8,305371,541650,513707,488227,468281,12282,12811,13059,24134,62286,205145,499,112,515,119,498,111,2030,2613,3983,4332,2152,2014,31722,29234,137166,127882,22634,21564,79250,73592,2093,2141,31608,29537,121429,115553,20695,20030,81092,75494,2041,1925,31069,29628,108401,105015,19176,18833,81550,77269,2001,2051,30831,29198,97200,96630,19008,18002,82281,78151
CALIFORNIA,2006-07,85106,6488650,20.8,307366,545466,517813,487440,443253,13226,13289,13747,18783,59045,195406,499,114,516,118,498,110,2071,2760,3877,4286,2155,2201,31015,28872,134395,125703,23125,22079,83392,77140,2132,2095,31052,29127,118782,113508,21404,20804,84732,79561,2065,2110,30558,28659,104039,101502,19685,19115,85455,80882,1926,1895,29846,27983,87755,87655,17956,17621,80873,77389
CALIFORNIA,2005-06,83953,6272890,20.8,309222,546914,515681,467241,423241,NA,NA,NA,NA,NA,191740,501,114,518,119,501,110,2144,2789,3739,4138,2404,2304,31756,29550,131383,124144,23919,23146,87431,81752,2322,2285,31473,29367,114412,109867,22048,21181,89238,84007,2074,2068,30881,28860,97138,94575,19223,18993,84922,80538,1853,1890,29341,28120,82226,82643,16700,17128,79881,76750
CALIFORNIA,2004-05,81096,5714383,21.1,305969,549463,497197,459125,409576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2113,2693,3919,3905,2497,2434,31393,28968,127228,120273,24332,23295,92301,86424,2200,2207,31067,28785,107206,102796,21445,20954,88662,83792,2001,2039,30640,28747,94313,91345,18501,18960,85032,80726,1785,1808,27902,26575,78569,78416,16610,16510,79585,75996
CALIFORNIA,2003-04,78462,5362683,21.1,304311,528564,490214,440546,395194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2249,2636,3803,4166,2489,2431,31188,28564,119485,112884,23536,23010,91800,86459,2255,2218,31025,28887,104890,100172,20719,20474,89455,84262,1967,1938,28855,26981,88433,85357,18013,17989,85415,80499,1860,1816,26927,25654,72870,72769,15967,15442,80339,77206
CALIFORNIA,2002-03,80551,4881791,20.6,307764,522108,471648,428117,385181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2140,2495,3875,4183,2418,2491,31480,28919,117608,110324,22946,22596,92377,86965,2178,2129,29521,27458,99248,93979,20137,19759,89830,84166,2005,1942,28122,26497,83835,80903,17295,17085,86251,81723,1757,1868,26918,25972,68096,68312,14822,15127,81166,78569
CALIFORNIA,2001-02,77488,4422032,20.5,304203,499505,459588,420295,365907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2170,2683,3934,3878,2298,2337,29508,26819,110350,102801,22325,21566,91874,85949,2245,2125,28449,26461,94628,89492,19328,18912,90804,84993,1998,1979,28346,26676,79507,76339,16744,16645,86567,82866,1724,1829,26210,25565,62565,63568,14104,14128,78076,76386
CALIFORNIA,2000-01,76098,4053042,20.6,298021,485910,455134,409119,357789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2259,2096,28361,26155,104558,97408,21371,20825,93126,87127,2196,2136,28711,26487,91246,86385,18819,18632,91880,86854,1913,2005,27814,26475,76026,73249,16246,15999,86057,81745,1642,1707,25582,24939,60195,61255,13873,13650,77791,75648
CALIFORNIA,1999-00,68292,3659121,21,287433,482355,444161,401348,347914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2280,2290,28602,26354,100674,94836,21006,20613,94253,89046,2167,2186,28340,26637,88145,82903,18275,17953,90541,85435,1837,1931,27622,26270,73464,70674,15931,15644,85643,80913,1559,1640,25089,24281,58065,58997,13226,13188,76152,74072
CALIFORNIA,1998-99,65483,3388382,21,281784,468162,433528,390742,334852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2231,2189,28297,26270,96400,90357,20320,19868,93390,87994,2039,2103,27947,26334,84441,79878,18152,17586,89828,84490,1857,1830,27041,25503,70810,67666,15815,15380,84234,79958,1568,1604,23912,23521,55243,56666,12988,13034,73580,72104
CALIFORNIA,1997-98,66388,3121089,21.6,268535,458650,423865,378819,317595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALIFORNIA,1996-97,63609,2886089,NA,248818,450820,413725,362404,298669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALIFORNIA,1995-96,60743,2666087,NA,230849,437974,396020,343419,287428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALIFORNIA,1994-95,58586,NA,NA,225016,420643,381364,334408,285132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALIFORNIA,1993-94,56384,NA,NA,221787,406551,375992,333716,277271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALIFORNIA,1992-93,55121,NA,NA,218566,396482,375327,329527,270675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALIFORNIA,1991-92,58900,NA,NA,224000,398734,370635,324395,260693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
